latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
37.04493,-119.2812,325.21,0.41,0.45,2026-04-09,1021,N,VIIRS,n,2.0NRT,278.52,2.11,N
37.16623,-119.21088,306.35,0.41,0.45,2026-04-09,1021,N,VIIRS,n,2.0NRT,270.09,1.36,N
37.16721,-119.21542,315.22,0.41,0.45,2026-04-09,1021,N,VIIRS,n,2.0NRT,270.55,2.36,N
37.1702,-119.20934,303.61,0.41,0.45,2026-04-09,1021,N,VIIRS,n,2.0NRT,269.85,1.33,N
37.17119,-119.21394,328.99,0.41,0.45,2026-04-09,1021,N,VIIRS,n,2.0NRT,272.15,4.17,N
37.88439,-121.18687,301.11,0.48,0.4,2026-04-09,1021,N,VIIRS,n,2.0NRT,282.44,0.32,N
38.00385,-121.9369,302.27,0.45,0.39,2026-04-09,1021,N,VIIRS,n,2.0NRT,283.78,0.49,N
38.01539,-122.11353,300.03,0.45,0.39,2026-04-09,1021,N,VIIRS,n,2.0NRT,286.66,0.95,N
38.21432,-121.98518,296.12,0.45,0.39,2026-04-09,1021,N,VIIRS,n,2.0NRT,283.26,0.44,N
38.31427,-121.83508,296.49,0.45,0.39,2026-04-09,1021,N,VIIRS,n,2.0NRT,284.77,0.52,N
38.97729,-121.9914,308.04,0.44,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,285.82,1.31,N
39.61987,-119.26121,296.15,0.55,0.42,2026-04-09,1021,N,VIIRS,n,2.0NRT,282.14,0.79,N
39.61991,-119.2611,296.59,0.54,0.42,2026-04-09,1021,N,VIIRS,n,2.0NRT,282.21,1.27,N
39.66805,-121.79029,298.43,0.44,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,284.81,0.62,N
40.1171,-121.4539,300.99,0.44,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,278.19,0.54,N
41.43889,-121.48643,296.82,0.42,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,278.11,1.27,N
41.44477,-121.47923,295.45,0.42,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,279.25,1.74,N
41.44571,-121.48421,298.0,0.42,0.38,2026-04-09,1021,N,VIIRS,n,2.0NRT,279.33,1.14,N
33.85451,-118.33214,297.02,0.53,0.5,2026-04-09,1024,N,VIIRS,n,2.0NRT,280.71,0.76,N
34.08036,-117.49477,295.38,0.59,0.52,2026-04-09,1024,N,VIIRS,n,2.0NRT,283.73,0.93,N
34.15265,-118.18957,295.98,0.53,0.5,2026-04-09,1024,N,VIIRS,n,2.0NRT,279.15,0.41,N
34.33387,-118.51736,299.35,0.51,0.49,2026-04-09,1024,N,VIIRS,n,2.0NRT,274.32,0.4,N
32.84588,-116.42976,330.85,0.51,0.66,2026-04-09,2002,N,VIIRS,n,2.0NRT,287.04,10.17,D
39.123,-122.07513,336.02,0.66,0.73,2026-04-09,2004,N,VIIRS,n,2.0NRT,289.36,7.55,D
36.79662,-114.63964,337.43,0.57,0.69,2026-04-09,2144,N,VIIRS,l,2.0NRT,309,2.96,D
37.65662,-121.37733,343.03,0.5,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,297.97,8.41,D
37.72808,-121.35328,338.76,0.5,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,290.43,2.7,D
38.23694,-121.37926,329.95,0.5,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,281.7,3.76,D
38.41489,-121.28716,348.26,0.51,0.5,2026-04-09,2144,N,VIIRS,n,2.0NRT,289.84,8.32,D
38.45042,-121.90965,338.71,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,298.1,4.79,D
38.46504,-121.84414,350.55,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,301.76,6.33,D
38.57709,-121.88277,341.76,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.82,3.21,D
38.58155,-121.88338,334.94,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.87,3.21,D
38.59444,-121.89074,329.38,0.48,0.48,2026-04-09,2144,N,VIIRS,l,2.0NRT,301.9,11.92,D
38.59493,-121.88516,345.1,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,308.45,11.92,D
38.59599,-121.92474,333.15,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,301.35,4.37,D
38.59647,-121.91917,334.65,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,301.66,4.37,D
38.59848,-121.92206,334.52,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,302.35,3.2,D
38.60141,-121.91421,330.15,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.07,2.08,D
38.60339,-121.9171,338.0,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,300.36,3.2,D
38.79826,-121.88299,343.28,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,303.1,83.34,D
38.80225,-121.88921,354.47,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,300.44,83.34,D
38.90527,-121.974,340.05,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,297.92,15.88,D
38.90575,-121.9684,339.62,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,296.81,15.55,D
38.97861,-121.99004,348.39,0.48,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,298.7,9.17,D
39.0209,-121.36095,341.41,0.52,0.5,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.85,6.93,D
39.02552,-121.36152,339.31,0.52,0.5,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.39,4.82,D
39.33192,-121.61913,344.48,0.5,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,300.54,8.18,D
39.61831,-121.84018,341.44,0.49,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,299.45,6.45,D
39.87465,-121.68733,340.59,0.51,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,295.51,12.18,D
40.24095,-121.76584,340.77,0.51,0.49,2026-04-09,2144,N,VIIRS,n,2.0NRT,292.81,7.37,D
40.72141,-122.22096,332.18,0.49,0.48,2026-04-09,2144,N,VIIRS,n,2.0NRT,295.15,4.2,D
40.82091,-114.25333,295.23,0.53,0.42,2026-04-10,1002,N,VIIRS,n,2.0NRT,267.08,1.9,N
32.52636,-116.77812,299.52,0.38,0.43,2026-04-10,1004,N,VIIRS,n,2.0NRT,283.96,0.43,N
33.81865,-118.24345,298.84,0.47,0.4,2026-04-10,1004,N,VIIRS,n,2.0NRT,288.23,1.58,N
34.078,-117.50201,296.05,0.5,0.41,2026-04-10,1004,N,VIIRS,n,2.0NRT,285.56,0.75,N
34.0817,-117.501,299.88,0.5,0.41,2026-04-10,1004,N,VIIRS,n,2.0NRT,286.53,0.75,N
34.1414,-117.42837,300.61,0.5,0.41,2026-04-10,1004,N,VIIRS,n,2.0NRT,284.77,0.73,N
34.56831,-118.1525,295.97,0.46,0.39,2026-04-10,1004,N,VIIRS,n,2.0NRT,282.81,0.41,N
34.62186,-117.10309,306.35,0.51,0.41,2026-04-10,1004,N,VIIRS,n,2.0NRT,285.13,1.37,N
36.65157,-120.58486,298.67,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,284.71,0.57,N
36.66436,-120.13367,296.62,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,283.62,0.45,N
37.17612,-119.2193,295.29,0.4,0.37,2026-04-10,1004,N,VIIRS,n,2.0NRT,272.82,1.7,N
37.634,-120.97726,327.88,0.38,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,283.88,2.4,N
37.63728,-120.97642,327.8,0.38,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,285.18,2.4,N
37.74759,-120.66883,298.27,0.38,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,276.98,1.08,N
37.88394,-121.18317,297.15,0.38,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,283.69,0.47,N
38.21691,-121.98613,295.81,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,283.12,0.84,N
38.79874,-121.89246,297.24,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,282.89,1.25,N
38.8014,-121.88718,308.54,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,287.29,2.94,N
38.80206,-121.89166,299.64,0.39,0.36,2026-04-10,1004,N,VIIRS,n,2.0NRT,286.11,1.25,N
33.61099,-117.35198,340.42,0.41,0.45,2026-04-10,2125,N,VIIRS,n,2.0NRT,276,5.35,D
